Player Name,Alt Player Name,dob,age,ioc,hand,height,wikipedia_intro,photo_url,name_first,name_last,wikidata_id,Index Player Name,is_duplicate
Laurent Lokoli,L. Lokoli,1994-10-18,30.0,FRA,R,188.0,Laurent Lokoli (born 18 October 1994) is a French professional tennis player. Lokoli plays primarily ATP Challenger and ITF events. He has a career-high ATP singles ranking of No. 167 achieved on 27 February 2023.,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Lokoli_RGQ22_%2816%29_%2852130055990%29.jpg/220px-Lokoli_RGQ22_%2816%29_%2852130055990%29.jpg,Laurent,Lokoli,Q16935087,Lokoli L.,0
Leandro Riedi,L. Riedi,2002-01-27,22.0,SUI,R,191.0,Leandro Riedi (born 27 January 2002) is a Swiss professional tennis player. He has a career-high ATP singles ranking of world No. 117 achieved on 5 August 2024. He also has a career-high ATP doubles ranking of No. 211 achieved on 6 February 2023. He is currently the No. 2 Swiss player.,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Leandro_Riedi_%282023_Cary%29_06_%28cropped%29.jpg/220px-Leandro_Riedi_%282023_Cary%29_06_%28cropped%29.jpg,Leandro,Riedi,Q84079908,Riedi L.,0
Learner Tien,L. Tien,2005-12-02,18.0,USA,U,,"Learner Tien (born December 2, 2005) is an American tennis player. He has a career-high ATP singles ranking of world No. 124 achieved on 14 October 2024. He also has a career-high doubles ranking of No. 754 achieved on 20 November 2023.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Learner_Tien_%282024_US_Open%29_04.jpg/220px-Learner_Tien_%282024_US_Open%29_04.jpg,Learner,Tien,,Tien L.,0
Leo Borg,L. Borg,2003-05-15,21.0,SWE,R,183.0,"Leo Karl Borg (Swedish pronunciation: [ˈbɔrj]; born 15 May 2003) is a Swedish tennis player. He has a career-high singles ranking of world No. 334, achieved on 11 September 2023. He is the son of 11-time Grand Slam champion and former world No. 1, Björn Borg.",https://upload.wikimedia.org/wikipedia/en/thumb/4/4c/Flag_of_Sweden.svg/23px-Flag_of_Sweden.svg.png,Leo,Borg,Q97499980,Borg L.,0
Leonardo Mayer,L. Mayer,1987-05-15,37.0,ARG,R,188.0,"Leonardo Martín Mayer (Spanish pronunciation: [leoˈnaɾðo maɾˈtim ˈmaʝeɾ]; German: [ˈmaɪ̯ɐ]; born May 15, 1987) is a former professional tennis player from Argentina. Mayer achieved a career-high singles ranking of world No. 21 in June 2015 and world No. 48 in doubles in January 2019. He was coached by Alejandro Fabbri and Leo Alonso. He was born in Corrientes and resides in Buenos Aires.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Leonardo_Mayer_1%2C_2015_Wimbledon_Championships_-_Diliff.jpg/220px-Leonardo_Mayer_1%2C_2015_Wimbledon_Championships_-_Diliff.jpg,Leonardo,Mayer,Q33249,Mayer L.,0
Li Tu,L. Tu,1996-05-27,28.0,AUS,R,180.0,Li Tu (born 27 May 1996) is an Australian tennis player who mainly competes on the ATP Challenger Tour.,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Tu_RGQ23_%2852942973432%29.jpg/220px-Tu_RGQ23_%2852942973432%29.jpg,Li,Tu,Q105620742,Tu L.,0
Liam Broady,L. Broady,1994-01-04,30.0,GBR,L,183.0,Liam Tarquin Broady ( BROH-dee; born 4 January 1994) is a British professional tennis player who competes mainly on the ATP Challenger Tour. He reached a career high ranking of world No. 93 on 25 September 2023.,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Liam_Broady_%282023_Cary%29_05.jpg/200px-Liam_Broady_%282023_Cary%29_05.jpg,Liam,Broady,Q2965183,Broady L.,0
Liam Caruana,L. Caruana,1998-01-22,26.0,USA,R,178.0,Liam Caruana (born 22 January 1998) is an Italian-American former tennis player.,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Caruana_RG16_%284%29_%2827304896902%29.jpg/220px-Caruana_RG16_%284%29_%2827304896902%29.jpg,Liam,Caruana,Q47135079,Caruana L.,0
Liam Krall,L. Krall,1900-02-02,124.0,,U,,"Liam Krall (born May 20, 2002) is an American tennis player.",https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/23px-Flag_of_the_United_States.svg.png,Liam,Krall,,Krall L.,0
Lleyton Hewitt,L. Hewitt,1981-02-24,43.0,AUS,R,180.0,"Lleyton Glynn Hewitt  (born 24 February 1981) is an Australian former world No. 1 tennis player. He is the most recent Australian man to win a major singles title, at the 2001 US Open and 2002 Wimbledon Championships. In November 2001, Hewitt became, at the time, the youngest man to reach No. 1 in the ATP singles rankings, at the age of 20 years, 8 months and 26 days. In total, he won 30 singles titles and 3 doubles titles, including the 2000 US Open men's doubles title, back-to-back Tour Finals titles in 2001 and 2002, and the Davis Cup with Australia in 1999 and 2003. Between 1997 and 2016, Hewitt contested a record twenty consecutive Australian Open men's singles tournaments, his best result being runner-up in 2005. He was also the runner-up at the 2004 US Open.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Hewitt_WM16_%2812%29_%2828385918786%29.jpg/220px-Hewitt_WM16_%2812%29_%2828385918786%29.jpg,Lleyton,Hewitt,Q180104,Hewitt L.,0
Lloyd Harris,L. Harris,1997-02-24,27.0,RSA,R,193.0,Lloyd Harris may refer to:,,Lloyd,Harris,Q23039257,Harris L.,0
Lorenzo Giustino,L. Giustino,1991-09-10,33.0,ITA,R,183.0,"Lorenzo Giustino (Italian pronunciation: [loˈrɛntso dʒuˈstiːno]; born 10 September 1991, in Naples) is an Italian tennis player.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Giustino_WMQ14_%286%29_%2814420597417%29.jpg/220px-Giustino_WMQ14_%286%29_%2814420597417%29.jpg,Lorenzo,Giustino,Q14755492,Giustino L.,0
Lorenzo Musetti,L. Musetti,2002-03-03,22.0,ITA,R,185.0,"Lorenzo Musetti (born 3 March 2002) is an Italian professional tennis player. He has a career-high singles ATP ranking of World No. 15 achieved on 26 June 2023 and a doubles ranking of No. 142 achieved on 1 April 2024. He is currently the No. 2 Italian. Musetti has won two ATP Tour singles titles. In 2024, he achieved his best career major performance by reaching the semifinals at Wimbledon, and won a bronze medal at the 2024 Paris Olympics.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Musetti_MCM23_%2811%29_%2852883593753%29.jpg/220px-Musetti_MCM23_%2811%29_%2852883593753%29.jpg,Lorenzo,Musetti,Q54813043,Musetti L.,0
Lorenzo Sonego,L. Sonego,1995-05-11,29.0,ITA,R,191.0,"Lorenzo Sonego (Italian pronunciation: [loˈrɛntso ˈsɔːneɡo]; born 11 May 1995) is an Italian professional tennis player. Sonego has a career high ATP singles ranking of world No. 21 achieved on 4 October 2021. He has a career high ATP doubles ranking of No. 60 achieved on 12 September 2022. Sonego made his ATP main-draw debut at the 2016 Internazionali BNL d'Italia, where he received a main-draw wildcard.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Sonego_RG22_%282%29_%2852144538170%29.jpg/220px-Sonego_RG22_%282%29_%2852144538170%29.jpg,Lorenzo,Sonego,Q24061220,Sonego L.,0
Louis Wessels,L. Wessels,1998-08-27,26.0,GER,R,201.0,"Louis Wessels (German: Weßels; born 27 August 1998) is a German tennis player. He has a career-high ATP singles ranking of world No. 267, achieved in July 2022.",https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/23px-Flag_of_Germany.svg.png,Louis,Wessels,Q25841115,Wessels L.,0
Luca Nardi,L. Nardi,2003-08-06,21.0,ITA,R,185.0,Luca Nardi (born 6 August 2003) is an Italian professional tennis player.,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Nardi_WMQ23_%2853061881614%29.jpg/220px-Nardi_WMQ23_%2853061881614%29.jpg,Luca,Nardi,Q100774937,Nardi L.,0
Luca Van Assche,L. Van Assche,2004-05-11,20.0,FRA,R,,Luca Van Assche (born 11 May 2004) is a French professional tennis player.,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Van_Assche_BOR22_%2852084459020%29.jpg/220px-Van_Assche_BOR22_%2852084459020%29.jpg,Luca,Van Assche,Q107205896,Van Assche L.,0
Luca Vanni,L. Vanni,1985-06-04,39.0,ITA,R,198.0,"Luca Vanni (born 4 June 1985) is an Italian former professional tennis player. He competed mainly on the ATP Challenger Tour and ITF Futures, both in singles and doubles. He reached his highest ATP singles ranking, No. 100 on 11 May 2015, and his highest ATP doubles ranking, No. 204, on 9 July 2012.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Luca_Vanni_2%2C_2015_Wimbledon_Qualifying_-_Diliff.jpg/220px-Luca_Vanni_2%2C_2015_Wimbledon_Qualifying_-_Diliff.jpg,Luca,Vanni,Q6695985,Vanni L.,0
Lucas Catarina,L. Catarina,1996-08-26,28.0,MON,R,185.0,Lucas Catarina (born 26 August 1996) is a Monégasque tennis player.,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Catarina_MCM22_%281%29_%2852036415261%29.jpg/220px-Catarina_MCM22_%281%29_%2852036415261%29.jpg,Lucas,Catarina,Q28648820,Catarina L.,0
Lucas Gomez,L. Gomez,1995-08-11,29.0,MEX,L,178.0,,,Lucas,Gomez,Q16941820,Gomez L.,0
Lucas Miedler,L. Miedler,1996-06-21,28.0,AUT,R,183.0,Lucas Miedler (German pronunciation: [ˈluːkas ˈmiːdlɐ]; born 21 June 1996) is an Austrian professional tennis player. ,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Lucas_Miedler_French_Open_Qual_2019_cropped.jpg/220px-Lucas_Miedler_French_Open_Qual_2019_cropped.jpg,Lucas,Miedler,Q17386379,Miedler L.,0
Lucas Pouille,L. Pouille,1994-02-23,30.0,FRA,R,185.0,"Lucas Pouille (French pronunciation: [lykɑ puj], born 23 February 1994) is a French professional tennis player. He has a career-high ATP singles ranking of world No. 10, achieved on 19 March 2018 and a career-high ATP doubles ranking of world No. 79, achieved on 11 April 2016. He has won five singles titles on the ATP Tour and was on the winning French Davis Cup team in 2017.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Pouille_WMQ23_%2853061116442%29.jpg/220px-Pouille_WMQ23_%2853061116442%29.jpg,Lucas,Pouille,Q13403768,Pouille L.,0
Luciano Darderi,L. Darderi,2002-02-14,22.0,ITA,R,,Luciano Darderi (born 14 February 2002) is an Italian professional tennis player.,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Darderi_WMQ23_%2853062101185%29.jpg/220px-Darderi_WMQ23_%2853062101185%29.jpg,Luciano,Darderi,,Darderi L.,0
Luis Patino,L. Patino,1993-10-06,31.0,MEX,R,183.0,,,Luis,Patino,Q23039399,Patino L.,0
Luka Mikrut,L. Mikrut,2004-04-16,20.0,CRO,U,,Luka Mikrut (born 16 April 2004) is a Croatian tennis player.,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Flag_of_Croatia.svg/23px-Flag_of_Croatia.svg.png,Luka,Mikrut,Q106102090,Mikrut L.,0
Lukas Klein,L. Klein,1998-03-22,26.0,SVK,R,193.0,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Klein_WMQ23_%2853062192188%29.jpg/220px-Klein_WMQ23_%2853062192188%29.jpg,Lukas,Klein,Q105477017,Klein L.,0
Lukas Lacko,L. Lacko,1987-11-03,37.0,SVK,R,185.0,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Lukas_Lacko_%2828339405252%29.jpg/220px-Lukas_Lacko_%2828339405252%29.jpg,Lukas,Lacko,Q440514,Lacko L.,0
Lukas Neumayer,L. Neumayer,2002-09-06,22.0,AUT,R,183.0,Lukas Neumayer (born 6 September 2002) is an Austrian tennis player.,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Flag_of_Austria.svg/23px-Flag_of_Austria.svg.png,Lukas,Neumayer,Q107641373,Neumayer L.,0
Lukas Rosol,L. Rosol,1985-07-24,39.0,CZE,R,196.0,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Rosol_WM17_%284%29_%2836183432025%29.jpg/220px-Rosol_WM17_%284%29_%2836183432025%29.jpg,Lukas,Rosol,Q29059,Rosol L.,0
Lukasz Kubot,L. Kubot,1982-05-16,42.0,POL,R,190.0,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Kubot_WM16_%281%29_%2828136044530%29.jpg/220px-Kubot_WM16_%281%29_%2828136044530%29.jpg,Lukasz,Kubot,Q345626,Kubot L.,0
Luke Saville,L. Saville,1994-02-01,30.0,AUS,R,188.0,"Luke Saville (born 1 February 1994) is an Australian professional tennis player. He has had success as a doubles player where he reached his highest ranking of World No. 23 on 8 November 2021. Saville reached the final at the 2020 Australian Open, partnering with fellow Australian Max Purcell.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Luke_Saville_1%2C_2015_Wimbledon_Qualifying_-_Diliff.jpg/220px-Luke_Saville_1%2C_2015_Wimbledon_Qualifying_-_Diliff.jpg,Luke,Saville,Q1475869,Saville L.,0
Mackenzie Mcdonald,M. Mcdonald,1995-04-16,29.0,USA,R,178.0,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Mackie_McDonald_%282023_DC_Open%29_01.jpg/220px-Mackie_McDonald_%282023_DC_Open%29_01.jpg,Mackenzie,Mcdonald,Q14657983,Mcdonald M.,0
Magnus Eriksson,M. Eriksson,1992-06-07,32.0,SWE,U,,"Magnus Eriksson (April or May 1316  – 1 December 1374) was King of Sweden from 1319 to 1364, King of Norway as Magnus VII from 1319 to 1355, and ruler of Scania from 1332 to 1360. By adversaries he has been called Magnus Smek (lit. 'Magnus the Caresser').",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Magnus_Eriksson_%28cropped%29.jpg/220px-Magnus_Eriksson_%28cropped%29.jpg,Magnus,Eriksson,,Eriksson M.,0
Maik Moraing,M. Moraing,1997-03-18,27.0,GER,R,,404 Client Error: Not Found for url: https://en.wikipedia.org/wiki/Maik_Moraing,,Maik,Moraing,,Moraing M.,0
Maks Kasnikowski,M. Kasnikowski,2003-07-06,21.0,POL,U,,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Maks_Ka%C5%9Bnikowski_%282024_US_Open%29_03.jpg/200px-Maks_Ka%C5%9Bnikowski_%282024_US_Open%29_03.jpg,Maks,Kasnikowski,,Kasnikowski M.,0
Malek Jaziri,M. Jaziri,1984-01-20,40.0,TUN,R,185.0,"Malek Jaziri (Arabic: مالك الجزيري, romanized: Mālik al-Jazīrī; born January 20, 1984) is a Tunisian former professional tennis player. Jaziri reached his highest singles ranking on the ATP Tour of World No. 42 in January 2019. He primarily played on the Futures circuit and the Challenger circuit. ",https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Jaziri_RG19_%288%29_%2848199238637%29.jpg/220px-Jaziri_RG19_%288%29_%2848199238637%29.jpg,Malek,Jaziri,Q440477,Jaziri M.,0
Manas Dhamne,M. Dhamne,1900-02-02,124.0,,U,,"Manas Dhamne (born 29 December 2007) is an Indian professional tennis player. He made his ATP Tour debut at the 2023 Tata Open. In doing so, he became the first player born in 2007 to play a main draw match on the tour. ",https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/23px-Flag_of_India.svg.png,Manas,Dhamne,,Dhamne M.,0
Manuel Guinard,M. Guinard,1995-11-15,28.0,FRA,U,,Manuel Guinard (born 15 November 1995) is a French tennis player.,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Guinard_RGQ19_%2817%29_%2848002690531%29.jpg/220px-Guinard_RGQ19_%2817%29_%2848002690531%29.jpg,Manuel,Guinard,Q64167707,Guinard M.,0
Manuel Sanchez,M. Sanchez,1991-01-05,33.0,MEX,R,183.0,,,Manuel,Sanchez,Q6752899,Sanchez M.,0
Marc Andrea Huesler,M.A. Huesler,1996-06-24,28.0,SUI,L,196.0,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Huesler_RGQ22_%2837%29_%2852129556561%29.jpg/220px-Huesler_RGQ22_%2837%29_%2852129556561%29.jpg,Marc Andrea,Huesler,Q42310179,Huesler M.A.,0
Marc Polmans,M. Polmans,1997-05-02,27.0,AUS,R,188.0,Marc David Polmans (born 2 May 1997) is a South African-born Australian professional tennis player. ,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Marc_Polmans_%282023_US_Open%29_01_%28cropped%29.jpg/220px-Marc_Polmans_%282023_US_Open%29_01_%28cropped%29.jpg,Marc,Polmans,Q19059583,Polmans M.,0
Marcel Granollers,M. Granollers,1986-04-12,38.0,ESP,R,190.0,"Marcel Granollers Pujol (Catalan pronunciation: [məɾˈsɛl ɣɾənuˈʎes puˈʒɔl]; Spanish: [maɾˈθel ɣɾanoˈʎeɾs puˈʝol]; born 12 April 1986) is a Spanish professional tennis player. He reached a career-high doubles  ranking of world No. 1 on 6 May 2024, becoming the second Spanish man to achieve the feat. He also has a career-high singles ranking of No. 19 achieved on 23 July 2012.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Granollers_RG21_%285%29_%2851375380137%29.jpg/220px-Granollers_RG21_%285%29_%2851375380137%29.jpg,Marcel,Granollers,Q314348,Granollers M.,0
Marcelo Arevalo,M. Arevalo,1990-10-17,34.0,ESA,R,191.0,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Arevalo_RG19_%2824%29_%2848199356311%29.jpg/220px-Arevalo_RG19_%2824%29_%2848199356311%29.jpg,Marcelo,Arevalo,Q6756491,Arevalo M.,0
Marcelo Demoliner,M. Demoliner,1989-01-18,35.0,BRA,R,193.0,"Marcelo Fedrizzi Demoliner (born 18 January 1989) is a Brazilian professional tennis player, who specializes in doubles. He reached a career-high doubles ranking of world No. 34 in November 2017. Demoliner has won five doubles titles. ",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Demoliner_RG18_%284%29_%2842260436364%29.jpg/220px-Demoliner_RG18_%284%29_%2842260436364%29.jpg,Marcelo,Demoliner,Q2158099,Demoliner M.,0
Marco Cecchinato,M. Cecchinato,1992-09-30,32.0,ITA,R,185.0,"Marco Cecchinato (Italian pronunciation: [ˈmarko tʃekkiˈnaːto]; born 30 September 1992) is an Italian professional tennis player. He has a career-high ATP singles ranking of World No. 16 reached on 25 February 2019. On 29 April 2018, he won his first ATP World Tour title at the 2018 Hungarian Open as a lucky loser, becoming the first Sicilian tennis player to win an ATP title. Cecchinato is a clay specialist and his best Grand Slam result is a semifinal at the 2018 French Open. At the other Grand Slams he has not won a match in singles.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Cecchinato_RG18_%2842260493614%29.jpg/220px-Cecchinato_RG18_%2842260493614%29.jpg,Marco,Cecchinato,Q13360044,Cecchinato M.,0
Marco Chiudinelli,M. Chiudinelli,1981-09-10,43.0,SUI,R,185.0,"Marco Chiudinelli (born 10 September 1981) is a retired tennis player from Switzerland. A member of Switzerland's winning 2014 Davis Cup squad, he reached his highest singles ranking of 52 in February 2010 during a career that was often hindered by injury.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Chiudinelli_WMQ14_%284%29_%2814607050115%29.jpg/220px-Chiudinelli_WMQ14_%284%29_%2814607050115%29.jpg,Marco,Chiudinelli,Q523802,Chiudinelli M.,0
Marco Trungelliti,M. Trungelliti,1990-01-31,34.0,ARG,R,178.0,"Marco Trungelliti (Spanish pronunciation: [ˈmaɾko tɾuɲɟʝeˈliti]; born 31 January 1990) is an Argentine professional tennis player and competes mainly on the ATP Challenger Tour and ITF Futures, both in singles and doubles.",https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Trungelliti_RGQ22_%2822%29_%2852129538838%29.jpg/220px-Trungelliti_RGQ22_%2822%29_%2852129538838%29.jpg,Marco,Trungelliti,Q3183203,Trungelliti M.,0
Marcos Baghdatis,M. Baghdatis,1985-06-17,39.0,CYP,R,183.0,"Marcos Baghdatis (Greek: Μάρκος Παγδατής, Arabic: ماركوس بغداتيس; born 17 June 1985 is a Cypriot former professional tennis player and coach. He was the runner-up at the 2006 Australian Open and a semifinalist at the 2006 Wimbledon Championships, and reached a career-high ATP singles ranking of world No. 8 in August 2006. In the latter part of his career, Baghdatis endured a series of injuries that impacted his play.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Baghdatis_US16_%284%29_%2829828041056%29.jpg/220px-Baghdatis_US16_%284%29_%2829828041056%29.jpg,Marcos,Baghdatis,Q207084,Baghdatis M.,0
Marcos Giron,M. Giron,1993-07-24,31.0,USA,R,180.0,"Marcos Andres Giron ( ghee-ROHN; born July 24, 1993; Spanish: Girón) is an American professional tennis player. He has a career-high singles ranking of world No. 37 achieved on 5 August 2024 and a doubles ranking of No. 194 achieved on 1 August 2022. Giron won the singles title at the 2014 NCAA Division I Tennis Championships for UCLA.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Marcos_Giron_%282023_DC_Open%29_01.jpg/220px-Marcos_Giron_%282023_DC_Open%29_01.jpg,Marcos,Giron,Q17478053,Giron M.,0
Marcus Willis,M. Willis,1990-10-09,34.0,GBR,L,191.0,"Marcus Willis (born 9 October 1990) is a British professional tennis player who currently specializes in doubles. He has a career high ATP doubles ranking of world No. 95, achieved on 17 June 2024.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Willis_WM17_%283%29_%2836142934026%29.jpg/220px-Willis_WM17_%283%29_%2836142934026%29.jpg,Marcus,Willis,Q16302555,Willis M.,0
Mardy Fish,M. Fish,1981-12-09,42.0,USA,R,188.0,"Mardy Simpson Fish (born December 9, 1981) is an American former professional tennis player. He was a hardcourt specialist. He is one of several American tennis players who rose to prominence in the early 2000s.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Mardy_Fish_2010-08-03.JPG/220px-Mardy_Fish_2010-08-03.JPG,Mardy,Fish,Q53422,Fish M.,0
Mariano Barrios,M. Barrios,1994-03-17,30.0,ARG,U,,404 Client Error: Not Found for url: https://en.wikipedia.org/wiki/Mariano_Barrios,,Mariano,Barrios,,Barrios M.,0
Mariano Navone,M. Navone,2001-02-27,23.0,ARG,R,,Mariano Navone (born 27 February 2001) is an Argentine professional tennis player.,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Mariano_Navone_-_Roland-Garros_-_28.05.2024_%28cropped%29.jpg/220px-Mariano_Navone_-_Roland-Garros_-_28.05.2024_%28cropped%29.jpg,Mariano,Navone,,Navone M.,0
Marin Cilic,M. Cilic,1988-09-28,36.0,CRO,R,198.0,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Cilic_MCM22_%2822%29_%2852036669749%29.jpg/220px-Cilic_MCM22_%2822%29_%2852036669749%29.jpg,Marin,Cilic,,Cilic M.,0
Marinko Matosevic,M. Matosevic,1985-08-08,39.0,AUS,R,194.0,"Marinko Matosevic (Croatian: Marinko Matošević, pronounced [marǐːŋko matǒːʃeʋitɕ]; born 8 August 1985) is a retired Australian professional tennis player. His career-high singles ranking is World No. 39, which he achieved in February 2013. ",https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Marinko_Matosevic_5%2C_2015_Wimbledon_Championships_-_Diliff.jpg/250px-Marinko_Matosevic_5%2C_2015_Wimbledon_Championships_-_Diliff.jpg,Marinko,Matosevic,Q122745,Matosevic M.,0
Mario Vilella Martinez,M. Vilella Martinez,1995-07-03,29.0,ESP,R,178.0,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Vilella_Martinez_RGQ22_%2817%29_%2852129517551%29.jpg/220px-Vilella_Martinez_RGQ22_%2817%29_%2852129517551%29.jpg,Mario,Vilella Martinez,Q23668766,Vilella Martinez M.,0
Marius Copil,M. Copil,1990-10-17,34.0,ROU,R,193.0,"Marius Copil (born 17 October 1990) is a Romanian professional tennis player playing on the ATP World Tour and ATP Challenger Tour. He is a member of the Romanian Davis Cup team. Copil is known for his extremely fast, powerful, and consistent serve.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Copil_WMQ16_%283%29_%2827595711124%29.jpg/220px-Copil_WMQ16_%283%29_%2827595711124%29.jpg,Marius,Copil,Q523725,Copil M.,0
Mark Lajal,M. Lajal,2003-05-12,21.0,EST,R,,Mark Lajal (born 12 May 2003) is an Estonian tennis player.,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Mark_Lajal_%282023_US_Open%29_08_%28cropped%29.jpg/220px-Mark_Lajal_%282023_US_Open%29_08_%28cropped%29.jpg,Mark,Lajal,,Lajal M.,0
Marko Tepavac,M. Tepavac,1994-04-05,30.0,SRB,R,,"Marko Tepavac (Serbian Cyrillic: Марко Тепавац; born 5 April 1994) is a Serbian professional tennis player, mainly competing on the ATP Challenger Tour.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Tepavac_WMQ16_%2828%29_%2827930310790%29.jpg/220px-Tepavac_WMQ16_%2828%29_%2827930310790%29.jpg,Marko,Tepavac,Q24061129,Tepavac M.,0
Marko Topo,M. Topo,2003-09-13,21.0,SRB,R,188.0,Marko Topo (Serbian Cyrillic: Марко Топо; born 13 September 2003) is a German tennis player.,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Flag_of_Serbia.svg/23px-Flag_of_Serbia.svg.png,Marko,Topo,Q106949539,Topo M.,0
Marsel Ilhan,M. Ilhan,1987-06-11,37.0,TUR,R,190.0,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Ilhan_WMQ14_%289%29_%2814606383492%29.jpg/220px-Ilhan_WMQ14_%289%29_%2814606383492%29.jpg,Marsel,Ilhan,Q369878,Ilhan M.,0
Martin Damm,M. Damm,2003-09-30,21.0,USA,L,,"Martin Damm Sr. (born 1 August 1972) is a former professional tennis player from the Czech Republic. He is best known as a doubles player (his highest ranking being No. 5 in the world in April 2007). His highest singles ranking was No. 42 in August 1997. Damm won a total of 40 titles in doubles, including one Grand Slam title. He reached five singles finals. He played his last tournament in September 2011 at the US Open (with Radek Štěpánek) and lost to Colin Fleming and Ross Hutchins 6–3, 6–3.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Damm_and_Lindstedt_2009_US_Open_01.jpg/220px-Damm_and_Lindstedt_2009_US_Open_01.jpg,Martin,Damm,Q381173,Damm M.,0
Martin Klizan,M. Klizan,1989-07-11,35.0,SVK,L,190.0,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Klizan_RG19_%2831%29_%2848199185062%29.jpg/220px-Klizan_RG19_%2831%29_%2848199185062%29.jpg,Martin,Klizan,Q19399,Klizan M.,0
Martin Landaluce,M. Landaluce,2006-01-08,18.0,ESP,R,191.0,,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Flag_of_Spain.svg/23px-Flag_of_Spain.svg.png,Martin,Landaluce,,Landaluce M.,0
Marton Fucsovics,M. Fucsovics,1992-02-08,32.0,HUN,R,188.0,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/M%C3%A1rton_Fucsovics_%282023_US_Open%29_01_%28cropped%29.jpg/220px-M%C3%A1rton_Fucsovics_%282023_US_Open%29_01_%28cropped%29.jpg,Marton,Fucsovics,Q649333,Fucsovics M.,0
Marvin Moeller,M. Moeller,1999-01-18,25.0,GER,R,178.0,,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/23px-Flag_of_Germany.svg.png,Marvin,Moeller,Q25841120,Moeller M.,0
Marvin Rehberg,M. Rehberg,1995-04-02,29.0,GER,U,,404 Client Error: Not Found for url: https://en.wikipedia.org/wiki/Marvin_Rehberg,,Marvin,Rehberg,,Rehberg M.,0
